,type,text,Predicted_value
305,1,@CaillouABC123 @Kowenmoffor @yaseen_z00 You’re that guy who uses Chicago gun violence in every argument not knowing… ,0
315,1,The Bristish vs America thing is so annoying y’all just using different situations of oppression of minorities as a… ,0
320,1,Their peers are protesting gun violence and these little Beverly Hills shits are fighting to ... keep a subway from… ,0
326,1,"@RAMinihane 6 part series on a dead killer,  Aaron Hernandez.  Has it dawned on anyone at the Globe how glorifying… ",0
336,1,#VoteCourage,0
337,1,Juliana and I know that to address gun violence we must partner with the organizations already doing the work. We w… ,0
342,1,"Right, because gov’t is both the cause of, and solution to, all of society’s problems",0
343,1,@jesseawayne1 You know what pisses me off the most about the Left?  You have good ideas.  Ending Gun Violence and t… ,0
348,1,"@maimai1720 @TechUnderTheSun @hereKANYEWEST @realDonaldTrump Tell me what Dems have done for  ""the epidemics"" in th… ",0
356,1,"why the hell do people think they have any type of right to take away someone's fucking life?  WHO ARE YOU PEOPLE,… ",0
367,1,"REALITY CHECK: JB Pritzker Will Fight Gun Violence, Not Stand on the Sidelines #ilgov #twill ",0
372,1,my heart 💜💜💜💜💜💜,0
404,1,"Other than offering thoughts and prayers to those affected by gun violence, @RepDavidYoung has done nothing to comb… ",0
419,1,The hot takes about gun violence in the new Halloween are making me cry please stop,0
432,1,@SteveWestly Hey cry baby....the dow dropped for the first in a long time. What about all the other times it peaked… ,0
1,1,Why the fuck are reporters asking what his opinions are? That’s the problem. Too much coverage for dumb fucks. I wo… ,0
3,1,Listen to: Trump At Odds With Local Chicago Leaders On Response To Gun Violence - ,0
22,1,"@jamietworkowski You mean like working to reduce gun violence in Chicago, or prison reform which would mean less Af… ",0
44,1,I CAN ONLY IMAGINE HOW IT WAS REWARDING TO YOU!!,0
46,1,"As a domestic violence victim, beaten,having to disappear without a trace, losing everything, I know the horror &amp; t… ",0
54,1,@Sharito742 @TheDCUniverse @JamesGunn @LEGODCGame @TiffanysTweets @samhumphries @John_Kourounis @Hectorisfunny… ,0
63,1,What’s the point of an active shooter drill if the active shooter attends the school? Nigga know all the cheat codes,0
75,1,"It’s dumbshits like you who can’t tell the fucking difference between real life and a movie. Last I checked, Hallow… ",0
122,1,"New Investigation of Dallas Police Misconduct Could Threaten Criminal Cases
Photo of an officer’s 1,300 page IA fil… ",0
125,1,ERIC HOLDER (kick them when they are down) Is now trying to SPIN his wods saying that isn't encouraging violence.… ,0
141,1,"@notcapnamerica When you panic, you accomplish the opposite. Panic can get you killed. Staying calm and collective… ",0
152,1,"#StopReportingTrash
And stop republishing his lies and disinformation. Journalism is important but you are contribu… ",0
159,1,@JSchipperMI Thank you for championing mental health services! When Republicans blame mental illness for mass gun v… ,0
181,1,Northeast Division responding to 'DASF-Dist Active Shooter Foot' at John West Rd / Dilido Rd | Beat 221 |  | 20:02,0
183,1,@laurenpcollins1 @SurreyNowLeader @HomicideTeam More East Indian Sikh Gang gun violence...the RCMP does nothing yet again.,0
190,1,"Yes, he is implying violence but to cover his butt he had to say that “he isn’t”. What those young people took from… ",0
199,1,"@Mister_Siege @halaljew White people using the N Word, Bullying, The Alt Right, Trump being propped up by irrationa… ",0
207,1,"@Taswell_ @bytheirworks @GOP Trump sucks: 3% inflation, deficit borrowing up 84%. Trade war killing farms. Wages, d… ",0
215,1,"@NoGunsInCanada You claim that you don't want ""gun violence"" to become a problem in Canada. ""Gun violence"" is a ver… ",0
221,1,@colorssoooh Where the song came from doesn't mean a thing if it inspires violence. Be sure to comfort a grieving f… ,0
222,1,@kdeleon Come out and visit an outdoor shooting range to listen and learn from a sector of Californians that enjoy… ,0
226,1,I was lived through horrible domestic violence. Women have to be protected &amp; funding is crucial for shelters.,0
234,1,Facebook believes surviving an active shooter threat is the perfect occasion for dabbing ,0
263,1,"imagining myself getting domed by an active shooter just as the prof gets done saying ""back in my day when you coul… ",0
276,1,"At C’ville. ..James Fields’ car is blamed for Ms. Heyer’s death. Just before he plowed into the crowd of Antifa, he… ",0
279,1,@davidhogg111 Hello mira pues put in selling legal to organisation officials corruption gun violence in killing to all them,0
287,1,"Y’all not seeing that Kanye is just supporting Trump so when he run for 2020, he can get a majority vote and make A… ",0
301,1,I actually kind of do think this is hypocritical... Our desensitization is a part of the gun violence problem... Id… ,0
334,1,"@NASEM_Health Correction, there has been research on gun violence, and the results have been in support of gun cont… ",0
338,1,"Re: The globalists police state. Active shooter drills, to get Americans used to a police state, and act as cover f… ",0
355,1,"Eric Holder ran a little gun smuggling operation known as Fast &amp; Furious, which allowed straw buyers to ""walk"" leth… ",0
398,1,"@Kid_Amnesiak @ChrisRGun It's true that it is not exactly promoting gun violence, I phrased it wrong but it does no… ",0
401,1,white boys im bloomington be saying “onna guys” like they’re losing their homies to gun violence like stfu your fri… ,0
408,1,"I've started counting for the record...

Since they want to forget, I will not.

It has been *146* days since the s… ",0
418,1,@SarahKSilverman There's a legitimate point to be made about Hollywood making tons of money off of glamorizing gun violence though,0
6,1,"Detective Tom Snyder, &amp; Officer Brad Tuskovich of the Patton Townships Crime Prevention and Community Relations Off… ",0
28,1,"Wait hold the fuck up , “didn’t know where to shelter HER” Did y’all fr fr just assume ITS GENDER ?",0
63,1,Whatabout the scenes where she tried diplomacy and sanctions? Fake news Fox doesn’t want their readers to know that… ,0
66,1,"If I told you 5-6 years ago, that Kanye West &amp; ""The Great""Jim Brown were going to meet with President Donald Trump… ",0
109,1,"Steven Singer: The last two weeks, we had two active shooter drills in my school. It says we've given up on prevent… ",0
111,1,"[TRIGGER WARNING: suicide, eating disorders/body image problems, and gun violence] ALL OF THESE TOPICS ARE COVERED… ",0
145,1,"You 
Advocate
Hate
And 
Violence...",0
148,1,"@donnabrazile Do you think anti-gay, pro-gun, pro-drug, anti-woman, pro-violence, racist rap lyrics had moved the b… ",0
154,1,"@CityNews Why are people freaked out, its the new norm right across the city. No area is an exception, in case peop… ",0
163,1,"Well, he's a Democrat,  so it must be true, right?",0
174,1,Focusing on Gun Violence is out!  #hurricanemichael #metoo,0
205,1,@MistrLoudermilk @known_stranger0 @tariqnasheed Chicago isn't open carry and gun violence runs rampant. Your point?,0
281,1,Natural selection,0
292,1,Kanye needs to shut the fuck up forever!,0
300,1,The goal of this drill was to help communication between countywide agencies. ,0
306,1,@gowhargeelani when u say scholar... u mean his degree... degree people r useful for you people for propaganda to l… ,0
307,1,"Add...
U.S. gun violence numbers for the current year:

•11,391 gun deaths
•22,249 gun injuries
•527 children shot… ",0
349,1,ALICE (Active Shooter) Training - ,0
351,1,"🔵DIMMS...The party of LYNCHINGS; they’ve lynched BLACKS, they lynched Clarence Thomas, &amp; they lynched Brett Kavanau… ",0
374,1,i don't see y ppl don't like him he tries and help the world as much as possible by donating to alot of charities.… ,0
382,1,Die Young found dead,0
385,1,@kiddgreatness @_beyoncecoleman They set up a trust fund for children effect by gun violence in New York.  Beyoncé’… ,0
426,1,"Irony.
In 2013, Jovan Melton(D) voted for mandatory gun background checks on all gun transfers in Colorado.
In 2018… ",0
442,1,"God, I hate #Immigration they come here &amp; think its all their land, start trouble, knock around the locals, they ro… ",0
10,1,"@harrygato Also, who wants gun violence? You?",0
12,1,This is exactly what the right wanted...A black rapper advocating guns and potentially gun violence. This is too ig… ,0
13,1,Fuck every single one of your mother fuckers who left this child behind.,0
26,1,Killed by assholes with a unlicensed gun!!!,0
27,1,How are u a trans in middle school,0
32,1,@mikaelajpalermo I'm thinking about eventuating there bc american gun violence and theocracy is out of control.,0
41,1,"@680NEWS Gun violence is A SERIOUS
CRIME, it should be stopped",0
45,1,Mariska decided this season is HER SEASON,0
53,1,There's no room for a #racist man who thinks it's appropriate to make campaign videos implying gun violence against… ,0
59,1,Your dad told gun owners to kill Hillary Clinton. Go suck a fire hydrant or whatever to earn his approval.,0
64,1,Gotta love Ye.,0
65,1,Southeast Division responding to 'DASF-Dist Active Shooter Foot' at 9600 blk Scyene Rd | Beat |  | 22:36,0
77,1,"Researchers are breaking down gun violence statistics across King County, focusing on eight jurisdictions that have… ",0
102,1,"This honestly can’t be the reason, cuz if that’s the reason then yikes",0
124,1,Talking with my six year old about what to do in an active shooter scenario is horrible. Having to tell him (in ver… ,0
133,1,@GinaForAustin @RepWalle Preventing school gun violence starts at home. ALWAYS make sure your guns are safely store… ,0
134,1,"Domestic Violence Law Renewal Full of Leftist Statutory Devices, Restricts Gun Rights  via @JudicialWatch",0
136,1,@JamiChristine_ @newstruthliz @jamieleecurtis @FoxNews That made no sense. If liberals actually cared about gun vio… ,0
146,1,"@DLoesch This is a tired argument. We already have common sense gun laws which Curtis wants, and there is no such t… ",0
151,1,"I remember well when our sons would argue and fight but without guns and knives. Today, not so and out beautiful ci… ",0
154,1,hurry,0
155,1,This is unacceptable,0
170,1,@yagirlheyyy yes kanye not no dummy. all these celebrities screaming fuck trump and all this not doing shit for the… ,0
197,1,"Over 33,000 Americans die each year from gun violence. I just joined  to help create change.… ",0
198,1,"Let that sink in.  Especially for those who say it’s the people, not the guns.",0
236,1,Assuming ones gender is just as deadly,0
250,1,This woman is helping her community stay safe by being there for the youth in her neighborhood. Learn about her and… ,0
253,1,@SolarInMASS @garymasonglobe They have no plan.  That's the heart of the problem.   The timescale is longer but the… ,0
277,1,🤦‍♂️ This man needs to educate himself on topics he wants to address. Needs a break from making mediocre music.,0
307,1,@dmb1031 @TeeBiggs How do you explain Australia and England who have strict gun laws and mass violence is almost non-existent?,0
332,1,I’m asking why this matters for many reasons. 1. It’s a life 2. I was raised getting rushed into bathrooms with any… ,0
336,1,"It was a ordinary day for me, get off work and go pick him up. And he's usually very talkative. But he was quiet, s… ",0
345,1,"@copcrisis Cool how you show how many police shootings their were but not how many total shootings, 14,000 deaths o… ",0
354,1,@Blaisewell u cant own the libs when u contribute to gun violence statistics,0
365,1,@freedom_moates He he really shits her up on the next sound bite when she asked about gun control and he said the g… ,0
10,1,"@SafeHorizon #Domesticviolence crosses state lines, so should domestic violence gun laws  by… ",0
118,1,"@LadyThriller69 notice all the democrat run cities are 'gun free' zones??

they know this will bog you down in viol… ",0
124,1,Conceal carry if you can. If not always have pepper spray or a stun gun with you. Not kidding. Violence is not the… ,0
